sent1	sent2	gold	preds	dif
Hernandez double gives Mexico victory	"Hernandez double gives Mexico victory over Japan
"	3.40	3.244184	0.15581599999999973
US stock futures edge up ahead of jobs report	"Stock futures edge higher, all eyes on Fed
"	3	2.844405	0.15559499999999993
a small bird sitting on a branch in winter.	"A small bird perched on an icy branch.
"	4.2	4.3546510000000005	0.15465100000000032
Shenzhen stock indices close higher Monday	"Shenzhen stock indices close lower -- Oct. 31
"	1.80	1.6458150000000002	0.1541849999999998
Two women are dancing and singing in front of a crowd.	"The women are singing and dancing.
"	3.538	3.691733	0.15373300000000034
Three people are meeting for coffee.	"Two people make coffee.
"	2.400000	2.247096	0.15290399999999993
A young boy wearing a red winter coat is eating and holding up a candy bar.	"A young boy wearing a red coat eats a chocolate bar.
"	4.00	4.1522879999999995	0.15228799999999953
A television, upholstered chair, and coffee stable in a bright room.	"A leather couch and wooden table in a living room.
"	2.2	2.0479990000000003	0.15200099999999983
A woman is dancing.	"A woman plays the clarinet.
"	0.800	0.649112	0.15088800000000002
Many football players sitting on the ground.	"A dog rolls on the ground.
"	0.00	0.150259	0.150259
The House has passed prescription-drug legislation in the last two sessions, but the Senate has failed to do so.	"The House has passed bills the past two Congresses, but the Senate has not.
"	3.400	3.5491339999999996	0.14913399999999966
A person is putting shredded cheese in a pot.	"A hamster is eating some seeds.
"	0.250	0.10119700000000001	0.148803
Frank Quattrone, the former Credit Suisse First Boston technology investment-banking guru, reportedly pleaded not guilty Tuesday to charges of obstruction of justice and witness tampering.	"NEW YORK -(Dow Jones)- Former star investment banker Frank Quattrone pleaded not guilty Tuesday to criminal charges of obstruction of justice and witness tampering.
"	4.000	3.8512230000000005	0.1487769999999995
Last week, his lawyers asked Gov. Mark R. Warner to grant clemency, but the governor declined to intervene.	"Last week, his lawyers asked Warner to grant clemency under certain conditions that would have lead to a new sentencing hearing.
"	3.000	2.851347	0.14865299999999992
A man spins on a surf board.	"A man is putting barbecue sauce on chicken.
"	0.000	0.147642	0.147642
The research firm earlier had forecast an increase of 4.9 percent.	"The firm had predicted earlier this year a 4.9 percent increase.
"	4.800	4.652419	0.14758099999999974
A young pitcher is throwing the baseball.	"A brown dog is walking on the grass beside a fence.
"	0.00	0.146072	0.146072
3 dead, 4 missing in central China construction accident	"One dead, 8 missing in Vietnam boat accident
"	0.40	0.254358	0.14564200000000005
The women are trying to sell something to the individual.	"The men are trying to make some money.
"	1.200000	1.055125	0.14487499999999986
A man is spitting.	"A man is talking.
"	0.800	0.655488	0.14451200000000008
A Philips flat-screen TV is shown with its two remote controls.	"A Phillips flat screen TV with two remote controls.
"	5	4.855496	0.1445040000000004
Police official S.K. Tonapi told Reuters at least 40 people had been killed and more than 100 wounded.	"State interior ministry spokesman Vasant Pitke told Reuters that at least 42 people had been killed and 112 injured.
"	1.800	1.9444990000000002	0.14449900000000016
Unfortunately, this question cannot be answered in its full generality.	This cannot be answered in general.	4	3.856307	0.14369299999999985
The dog is running through a field.	"A dog runs through a field.
"	4.80	4.943512	0.1435120000000003
Rocky and Apollo Creed are running down the beach.	"The men are jogging on the beach.
"	3.000	2.856642	0.1433580000000001
Boy and white dog running in grassy field	"A boy and a dog running on grass
"	4.40	4.257218	0.1427820000000004
One witness told Anatolian he saw the plane on fire while it was still in the air.	"One witness told the Anatolian news agency he saw the plane on fire in mid-air.
"	4.600	4.742728	0.14272799999999997
New Zealand set to legalise gay marriage	"New Zealand votes to legalise same-sex marriage
"	4.6	4.742475	0.14247500000000013
A man is playing a guitar.	"A man is playing a keyboard.
"	1.800	1.657646	0.1423540000000001
Erdogan's party submits plan for Turkish presidency	"Erdogan's party aims for Turkish presidency
"	3.6	3.741893	0.14189300000000005
It depends on what you want to do next, and where you want to do it.	It depends on what and where you are going to do.	4	4.141687	0.14168700000000012
A dog is barking at a toy.	"The little dog barked at the electronic toy.
"	3.750	3.6083589999999997	0.14164100000000035
Claudette, the first hurricane of the Atlantic storm season, hit the mid-Texas coast July 15 with 85-mph wind.	"Claudette, the first hurricane of the Atlantic storm season, hit the mid-Texas coast July 15, classified as a Category 1 hurricane with maximum sustained winds of 85 mph.
"	4.000	4.1415239999999995	0.14152399999999954
A little boy is singing and playing a guitar.	"A man is singing and playing the guitar.
"	2.200	2.3414759999999997	0.1414759999999995
Home office space with bright green walls and artwork.	"An office with multiple desks and green walls.
"	3.4	3.5410449999999996	0.14104499999999964
You can use it, too.	You can do it, too.	3	2.860552	0.1394479999999998
A woman pours a mixture into a bowl and mixes it.	"A woman is preparing an egg in a skillet.
"	1.250	1.111534	0.13846599999999998
A woman is slicing some tofu.	"A woman is cutting a block of tofu into small cubes.
"	4.000	3.862117	0.13788299999999998
A man in a white shirt and hat playing a guitar.	"A man in a green shirt and black hat playing a guitar on stage.
"	2.800000	2.937287	0.13728700000000016
A man is playing a guitar.	"A man is playing a guitar and singing.
"	3.200	3.337126	0.13712599999999986
"So in his State of the Union address in January, Bush declared that the British government ""has learned that Saddam Hussein recently sought significant quantities of uranium from Africa."""	"In his Jan. 28 State of the Union message, Bush said, ""The British government has learned that Saddam Hussein recently sought significant quantities of uranium from Africa.""
"	4.000	4.136908	0.13690800000000003
A red haired women in black is posing for a man while resting on a tree.	"A man in a black shirt is holding a child wearing sunglasses.
"	0.00	0.136817	0.136817
Group of people sitting around a restaurant dining table.	"A group of people sitting at a restaurant table.
"	4.8	4.9362580000000005	0.13625800000000066
China stocks close lower on Friday	"China stocks close higher on Wednesday
"	1.8	1.6638400000000002	0.13615999999999984
The Cradle of Liberty Council isn't the first one to buck the national group's stance.	"Philadelphia's council is not the first to defy the national policy.
"	3.400	3.535571	0.1355710000000001
Suicide bomber kills 12 in Nigeria church	"Suicide bomber kills 21 in NW Pakistan
"	0.75	0.8842030000000001	0.13420300000000007
A woman is peeling shrimp.	"A man is squeezing water.
"	0.200	0.33395	0.13395
The foundations of South Africa are built on Nelson Mandela's memory	"Australian politicians lament over Nelson Mandela's death
"	1.30	1.1662299999999999	0.13377000000000017
I'm thinking it's a bad idea. 	I think it's a bad idea.	5	4.866599	0.1334010000000001
A little girl in an orange striped outfit is airborne whilst bouncing on a bed.	"A dog in a red shirt is chasing a squirrel through the glass.
"	0.200000	0.066639	0.133361
Israel bars Palestinians from Jerusalem's Old City	Two-state solution between Palestinians, Israel pie in sky	1	1.132703	0.13270300000000002
A woman is stabbing a potato with a fork.	"A woman is puncturing a potato with a fork.
"	5.000	4.867507	0.1324930000000002
Wal-Mart, Kohl's Corp., Family Dollar Stores Inc., and Big Lots Inc. were among the merchants posting May sales that fell below Wall Street's modest expectations.	"Wal- Mart, Kohl's Corp., Family Dollar Stores Inc., and Big Lots Inc. posted May sales that fell below Wall Street's modest expectations.
"	4.750	4.6178669999999995	0.1321330000000005
A man steers a blue boat past brightly colored houses.	"a man driving a blue boat passes by some colorful houses.
"	5.00	4.868024	0.13197599999999987
It's not a good idea.	I do not think it's a good idea.	4	4.129766	0.12976600000000005
Martin, 58, will be freed today after serving two thirds of his five-year sentence for the manslaughter of 16-year-old Fred Barras.	"Martin served two thirds of a five-year sentence for the manslaughter of Barras and for wounding Fearon.
"	3.000	3.129656	0.12965600000000022
A person is slicing an onion.	"A person cuts ginger.
"	1.400	1.271004	0.1289959999999999
ElBaradei to Become Egyptian PM	"Liberal ElBaradei named Egypt PM, Islamists cry foul
"	3.20	3.0738529999999997	0.12614700000000045
Mr McDonnell is leading Grant Thornton International's inquiry into the Italian business.	"Mr McDonnell wants to establish if the Italian business followed Grant Thornton's audit procedures.
"	2.750	2.876039	0.126039
Gov'ts, groups pledge millions for typhoon relief	"Canada promises $5-million in typhoon relief
"	2.40	2.5254380000000003	0.12543800000000038
A man uses a chainsaw to sculpt a phallic ice sculpture.	"A man is using a chainsaw to carve a wooden sculpture.
"	2.600000	2.724735	0.12473499999999982
England captain Andrew Strauss retires from professional cricket	"England captain Strauss retires from cricket
"	4.8	4.924506	0.12450600000000023
A cruise ship is in front of a docking area.	"Calico cat sitting on step in front of a door.
"	0	0.12437000000000001	0.12437000000000001
A white bird with long orange legs standing by a lake.	"Large white bird with long orange beak standing on the shoreline.
"	3	3.124347	0.12434700000000021
Where's Rusty? Red panda vanishes from National Zoo	"Missing red panda returned safely to National Zoo
"	2	2.123337	0.12333699999999981
A man is cutting an onion.	"A man cuts an onion.
"	5.000	4.877243	0.122757
Suicide attack kills eight in Baghdad	"Suicide attacks kill 24 people in Baghdad
"	2.40	2.522159	0.1221589999999999
four children are playing on a trampoline.	"Four kids are jumping on a trampoline.
"	4.60	4.722112	0.12211200000000044
Beer bottles (-LRB- Harp Lager )-RRB- lined up on the floor.	"A row of beer bottles on the floor.
"	3.4	3.2782440000000004	0.12175599999999953
Not a direct answer to the question, but something to consider.	Not a real answer to your question, but maybe it helps.	4	3.878913	0.12108700000000017
4 foreigners among 9 killed in Kabul hotel attack	"Foreigners among dead in Kabul hotel attack
"	3.60	3.479003	0.12099700000000002
Deirdre Hisler, Government Canyon's manager, said the state has long had its eye on this piece of property and is eager to complete the deal to obtain it.	"Deirdre Hisler, Government Canyon's manager, said the state long has coveted this piece of property, and is eager to complete the deal.
"	5.000	4.879055	0.12094499999999986
A person is adding food in a pan.	"A man is dancing in the street.
"	0.188	0.067827	0.120173
A man attacks a woman.	"A man slaps a woman.
"	3.600	3.719985	0.11998499999999979
Indeed, Mr. Weill, a self-described workaholic, said he planned to remain very involved in the company.	"Still, Mr. Weill will remain very much a power at the company.
"	3.200	3.080165	0.11983500000000014
Two dogs running on the shore.	"A white dog running on the beach.
"	2.40	2.280983	0.11901699999999993
A man plays a guitar.	"A man is playing a guitar.
"	5.000	4.881239	0.11876100000000012
In 1999, the building's owners, the Port Authority of New York and New Jersey, issued guidelines to upgrade the fireproofing to a thickness of 1{ inches.	"The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1/2 inches.
"	3.000	2.881775	0.1182249999999998
Conspiracy against me - Lance	"Day begins amid panic
"	0.2	0.082038	0.11796200000000001
A man is cutting pieces of butter into a mixing bowl.	"Pieces of butter is added in the stand mixer.
"	3.600	3.482365	0.11763499999999993
The flock of sheep are spread out in the field.	"A white cat stands on the floor.
"	0	0.117592	0.117592
A baby elephant is eating a small tree.	"A little girl peddling a scooter.
"	0.000	-0.117584	0.117584
The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.	"The Dow Jones industrial average .DJI fell 79.43 points, or 0.86 percent, to 9,117.12 on Friday.
"	2.200	2.31678	0.11677999999999988
I am not sure this is the right site for the question.	I am not sure this question would have made much sense to the Romans themselves.	2	2.1159689999999998	0.11596899999999977
A man is playing the drums.	"A woman is slicing some leaves.
"	0.000	-0.11574200000000001	0.11574200000000001
Diana was at her lowest ebb when she wrote the letter to Paul Burrell claiming there was a plot to kill her.	"Burrell said Diana wrote a letter in October 1996 claiming there was a plot to kill her in a smash and gave it to him to keep as insurance.
"	3.000	2.884274	0.115726
I don't think that there's any.	I don't think there is any universal term.	3	3.114348	0.11434800000000012
Two men are dancing together.	"A woman opens a closet.
"	0.000	-0.11358399999999999	0.11358399999999999
We believe the report is fully consistent with what the courts have ruled ... that the department's actions are fully within the law.	"Comstock said several federal courts have ruled that the detentions are fully within the law.
"	2.667	2.779498	0.11249799999999999
The commission estimated California lost $937 million to corporate tax shelters in 2001.	"California's lost tax revenue was mostly due to international corporate tax shelters.
"	2.800	2.687634	0.11236599999999974
A maintenance guy is repairing a net on a tennis court.	"A man removing a tennis net.
"	2.400000	2.511574	0.11157400000000006
Bremer said one initiative is to launch a US$70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.	"Bremer said he would launch a $70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects, but gave no details.
"	3.600	3.711065	0.11106499999999997
Redford touts Alberta economy ahead of vote on leadership	Redford addresses PC convention ahead of leadership review	2	2.1108439999999997	0.11084399999999972
"Kids, adults, booksellers and postal workers all are preparing for ""Harry Potter and the Order of the Phoenix."""	"The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix.""
"	2.200	2.089922	0.11007800000000012
Myanmar arrests 44 over sectarian violence	"Ban Warns Syria Strikes Could Worsen Sectarian Violence
"	1.20	1.0900290000000001	0.10997099999999982
Someone touched the kitten chewing on a string.	"Someone is cutting paper.
"	0.250	0.140192	0.10980799999999999
A woman is pouring egg into a frying pan.	"A man is petting two dogs.
"	0.167	0.05815700000000001	0.108843
The tech-laced Nasdaq Composite Index gained 2.90 points, or 0.18 percent, to 1,606.87.	"At 12:10 p.m. EDT, Canada's benchmark S&P/TSX composite index was up 6.87 points or 0.1 per cent to 6,979.29.
"	0.500	0.6079100000000001	0.10791000000000006
Egypt braces for more protests, prays for calm	"Egypt braces for more protests over Morsi, prays for calm
"	3.8	3.69234	0.10765999999999964
Brown and black dogs on snow, showing teeth and barking at each other.	"A black dog fighting with a brown dog in the snow.
"	3.40	3.2931209999999997	0.10687900000000017
The lady peeled the potatoe.	"A woman is peeling a potato.
"	4.750	4.856662	0.10666200000000003
A woman puts make-up on.	"A woman is putting on eyeshadow.
"	3.333	3.4381839999999997	0.1051839999999995
Asiana jet crash lands at San Francisco airport	"Plane crash lands at San Francisco airport
"	3.6	3.4949209999999997	0.10507900000000037
A man is cycling.	"A man is talking.
"	0.600	0.49531000000000003	0.10468999999999995
Denver shooting: Police to detonate devices in suspect's home	"Police to detonate devices in Colorado shooting suspect's home
"	4.6	4.495563	0.10443699999999989
A brown dog is jumping.	"A brown dog is jumping
"	5.000000	4.89591	0.10409000000000024
Three men posing in a tent.	"Three men eating in a kitchen.
"	1.2	1.097588	0.10241199999999995
A man is hitting a boy with flower vase.	"A man is cutting a mat.
"	0.300	0.402223	0.10222300000000001
Guatemalan court finds former dictator guilty of genocide	"Guatemala's former leader found guilty of genocide
"	5.00	4.897779	0.10222100000000012
A dog is standing in the sand.	"A tan dog is standing in front of some plants.
"	2.00	1.8982700000000001	0.10172999999999988
Ton up: Tendulkar reaches 100th international hundred	"Sachin Tendulkar's reaches 100 centuries - in pictures
"	3.8	3.901254	0.1012540000000004
A brown duck and white duck stand on the grass.	"Brown and white ducks walking on green grass.
"	4.2	4.3012440000000005	0.10124400000000033
The people are lifting bags.	"Several people are carrying large bags.
"	3.750	3.6493050000000005	0.10069499999999953
A cat is playing on the floor.	"A man is slicing garlic.
"	0.000	-0.10009900000000001	0.10009900000000001
A group of kids are having a jumping contest.	"A group of kids are having a sleepover.
"	1.200000	1.1007049999999998	0.09929500000000013
The government did not identify the taikonauts — a term coined from ‘‘taikong,’’ the Chinese word for space — who would travel on the second mission.	"The government did not identify the taikonauts -- a term coined from taikong, the Chinese word for space.
"	3.333	3.233947	0.09905300000000006
I think it's fine to ask this question.	I think it is okay to ask the question.	5	4.901	0.0990000000000002
Three people sit at a picnic table outside of a building painted like a union jack.	"Three people sit at an outdoor table in front of a building painted like the Union Jack.
"	4.80	4.89885	0.09885000000000055
This answer is based on my experience teaching undergraduate math in the US.	This answer is based on experience I did not researched for references.	2	1.901575	0.09842499999999998
A boy studies a calendar.	"A boy is looking at a calendar.
"	4.400	4.498352	0.09835199999999933
A woman is exercising.	"A man is dancing.
"	0.250	0.152418	0.097582
a little girl is laughing at the camera.	"A white cow with big ears looking into the camera.
"	0.2	0.297198	0.097198
Special police detained Khodorkovsky early on Saturday in the Siberian city of Novosibirsk, where his plane had made a refuelling stop.	"Police detained Khodorkovsky early on Saturday when his jet made a refueling stop in the Siberian city of Novosibirsk.
"	4.800	4.703126	0.09687399999999968
MediaQ's customers include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.	"Nvidia will take advantage of MediaQ customers, which include such players as Siemens AG, Sharp, Philips, Dell, Mitsubishi and Sony Corp.
"	3.000	3.0960509999999997	0.09605099999999966
Syrian Opposition Urges EU to Send Arms to Rebels	"Syrian opposition meets to choose interim PM
"	1.6	1.504909	0.09509100000000004
Stones add second Hyde Park concert	"Rolling Stones add second Hyde Park date
"	5.00	4.905544	0.0944560000000001
A man is smoking.	"A baby is sucking on a pacifier.
"	0.000	-0.09365	0.09365
A man and a woman is kissing each other.	"A man and a woman are hugging and kissing each other.
"	3.400	3.4932279999999998	0.09322799999999987
A man dressed in a pale scarf with a stick.	"A runner is resting in the shade with a bottle of soda.
"	0	0.09296900000000001	0.09296900000000001
A little boy and a little girl playing together outside.	"A woman wearing a white shirt stands on the street.
"	0.00	0.092484	0.092484
A boy is playing the violin onstage.	"A boy is playing an instrument.
"	2.800	2.89225	0.09225000000000039
Joe Kernan, who had been lieutenant governor for the past seven years, was sworn in as governor after O'Bannon died Saturday.	"Kernan, who was O'Bannon's lieutenant governor, friend and political partner, was sworn in six hours after O'Bannon died Saturday.
"	3.750	3.658061	0.09193899999999999
Senate confirms Janet Yellen as chair of US Federal Reserve	Senate confirms Janet Yellen as next Federal Reserve Chair	5	4.908098000000001	0.09190199999999926
Its keywords are supported by Chinese language Web portals.	"Chinese language Web portals also support 3721 keywords, the Web site said.
"	3.200	3.108725	0.091275
Parrot pushing a small shopping cart.	"A white bird is steering a shopping cart.
"	3.4	3.490824	0.09082400000000002
A passenger train waiting at the city train station.	"A passenger train with a yellow engine.
"	1.8	1.890348	0.09034799999999987
In morning trading, the Dow Jones industrial average was up 40.12, or 0.5 percent, at 8,571.69, having fallen 51 points Monday.	"In New York, the Dow Jones industrial average a gauge of 30 blue chip stocks was up 3.29 points or 0.04 per cent to 8,585.97.
"	1.750	1.6600650000000001	0.08993499999999988
A yellow car speeds along a snowy field.	"A yellow car drives quickly in the snow.
"	4.40	4.3112639999999995	0.08873600000000081
A black and white photo of a man driving a car and someone with a motorcycle.	"A black and white photo of a man in a classic car and a man with a classic motorcycle.
"	4	4.08827	0.08826999999999963
It was developed with consultation from more than 300 leaders in academia, industry, government and the public.	"The plan, called The NIH Roadmap, was developed over 14 months with help from more than 300 consultants in industry and academia.
"	3.250	3.162878	0.08712199999999992
A man plays a trumpet.	"A man is playing the trumpet.
"	5.000	4.913252	0.08674800000000005
Car bomb at Swedish consulate in Libya's Benghazi, no casualties	"Car Bomb Hits Swedish Consulate in Benghazi, None Hurt
"	5.00	4.913467	0.0865330000000002
A woman in a black and orange jacket throws a stick for a brown and black dog to fetch.	"The man in a blue jacket is standing in a crowd.
"	0.00	0.086506	0.086506
You can use it, too.	Yes, you can do it.	3	2.913554	0.08644600000000002
A woman is slicing garlics.	"A woman is slicing an onion.
"	2.200	2.285422	0.08542199999999989
The surfer does a flip off of a wave.	"A surfer does a flip on a wave.
"	4.80	4.883927	0.08392700000000008
One woman is measuring another woman's ankle.	"A woman measures another woman's ankle.
"	5.000	4.916105	0.08389500000000005
Train in a station.	"a train in a station.
"	5	4.9169	0.08309999999999995
A brown and white dog is running across a brown field.	"A person hanging from a rocky cliff.
"	0.00	-0.081084	0.081084
Someone is drawing.	"Someone is dancing.
"	0.300	0.21995399999999998	0.080046
A woman drives a golf cart.	"A man riding a cart.
"	1.800000	1.8784669999999999	0.07846699999999984
The study also found that consumer goods advertisers continued to spend the most dollars online, representing 35% of all Web advertising.	"In the second quarter, consumer advertisers continued to spend the most online, slightly increasing their share.
"	3.000	3.077968	0.07796799999999982
Two skiing people are doing cross country skiing.	"People skiing cross country.
"	3.600000	3.522671	0.0773290000000002
A Washington County man may have the countys first human case of West Nile virus, the health department said Friday.	"The countys first and only human case of West Nile this year was confirmed by health officials on Sept. 8.
"	3.000	2.923223	0.07677699999999987
Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring down the NYSE's 27-member board, changing its composition and making it more accountable.	"Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring the NYSE's 27-member board and allotting more seats to investors outside the securities industry.
"	3.400	3.3233260000000002	0.07667399999999969
'Arrest warrant' for Maldives ex-president	"Maldives court issues arrest warrant for former president
"	4.5	4.576658999999999	0.07665899999999937
Most powerful typhoon of 2013 hits the Philippines	"23 Missing as Typhoon Utor Hits Philippines
"	2.2	2.124263	0.07573700000000017
Someone is folding a piece of paper.	"A person is slicing a small pieces of ginger.
"	0.250	0.174426	0.075574
A man sitting cross legged on the grass, with a tree in the background.	"Ocean liner close to coast with houses in the background.
"	0	0.075317	0.075317
Prominent AIDS researchers killed in Malaysian plane crash	"Top AIDS Researcher Killed in Malaysia Plane Crash
"	5.00	4.925606	0.07439399999999985
The yard has a dog.	"The dog is running after another dog.
"	1.600000	1.5257209999999999	0.0742790000000002
Authorities appealed to the public Friday to come forward and provide what could be the key to solving the sniper-style shootings that have killed three people outside area convenience stores.	"Authorities looked to the public yesterday for help in solving the deadly sniper-style shootings of three people outside Charleston-area convenience stores.
"	3.800	3.874015	0.07401500000000016
ICC jails Congolese warlord for 14 years over child soldiers	"Congolese warlord sentenced to 14 years in landmark case - video
"	3.2	3.273935	0.07393499999999964
Two men talking in front of a plane.	"Two men talking in front of a small plane.
"	4.4	4.473389	0.0733889999999997
Russian opposition leader under house arrest	Russian Opposition Leader Placed Under House Arrest	5	5.07299	0.07298999999999989
The girl is carrying a baby.	"A man is eating a food.
"	0.000	-0.07295399999999999	0.07295399999999999
The key is you have to find something that works for you, and your goals.	You may want it, but the process given to you is what you have to work within.	1	0.927793	0.07220700000000002
I would say you can do it, but it wouldn't be advised.	Personally, I would say not unless it suits you.	2	1.928618	0.07138200000000006
Two boys playing a game of flag football.	"Two boys are playing flag football.
"	5.00	5.070301000000001	0.07030100000000061
Two men pushed carts through the woods.	"Two men are pushing carts.
"	3.500	3.5694160000000004	0.06941600000000037
A man sits by a dock looking at the water.	"A man jumps off a rock into the water
"	1.33	1.261426	0.06857400000000013
A woman is swimming underwater.	"A man is slicing some carrots.
"	0.000	-0.06739500000000001	0.06739500000000001
A boat sails along the water.	"The man is playing the guitar.
"	0.000	0.066326	0.066326
U.S. files espionage charges agains NSA leaker	"US files espionage charges against Snowden over leaks
"	3.8	3.734556	0.06544399999999984
The head of a child with dark glasses is in focus.	"There is a woman with a full head of hair.
"	0.200000	0.134666	0.065334
A man reels in a fish.	"A woman is pouring oil in a bowl.
"	0.000	-0.06500299999999999	0.06500299999999999
Through Thursday, Oracle said 34.75 million PeopleSoft shares had been tendered.	"Some 34.7 million shares have been tendered, Oracle said in a statement.
"	3.750	3.814953	0.06495300000000004
13 killed in Afgan terror attack	6 killed in Afghan capital mosque attack	2	2.064143	0.06414300000000006
The BlueCore3-Multimedia includes a 16-bit stereo audio CODEC with dual ADC and DAC for stereo audio.	"BlueCore3-Multimedia contains an open platform DSP co-processor and also includes a 16-bit stereo audio codec with dual ADC and DAC for stereo audio.
"	3.600	3.663926	0.06392599999999993
A woman is sitting in the water.	"The woman is skating in the park.
"	0.80	0.736214	0.06378600000000001
A man is playing a cello.	"A man is rapidly lifting small weights.
"	0.400	0.46308	0.06307999999999997
You should do it.	You should do what it says.	3	2.9371009999999997	0.06289900000000026
Dhawan smashes India to big win over South Africa	"Dhawan ton sets up India Trophy win over South Africa
"	4.2	4.262446	0.06244599999999956
The technology-laced Nasdaq Composite Index .IXIC was down 25.36 points, or 1.53 percent, at 1,628.26.	"The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.
"	0.750	0.687686	0.06231399999999998
"Schools Chancellor Joel Klein said the push for higher standards and accountability ""is showing results."""	"Schools Chancellor Joel Klein said he was pleased by the results.
"	3.000	3.062235	0.06223499999999982
Hamas hangs three Gaza prisoners	"Myanmar announces release of prisoners
"	0.6	0.6616350000000001	0.061635000000000106
"A promotional poster, complete with countdown dial, reminds readers of the upcoming release of ""Harry Potter and the Order of the Phoenix."""	"The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix.""
"	1.500	1.5614940000000002	0.06149400000000016
A pile of used wooden building materials with a chair on top.	"Pile of wooden debris with chair on top.
"	4	3.93971	0.06029000000000018
The compensation committee will prohibit securities industry directors from sitting on it.	"The exchange also said its five-person compensation committee will consist only of directors from outside the securities industry.
"	3.533	3.473128	0.059871999999999925
Black bird standing on concrete.	"Blue bird standing on green grass.
"	1	0.9405100000000001	0.05948999999999993
The man is eating.	"A man is eating food.
"	4.600	4.5412989999999995	0.058701000000000114
Two black and white dogs at the bottom of stairs.	"A dog is lying at the bottom of a staircase next to another standing dog.
"	2.6	2.541346	0.058654000000000206
Mt Gox reveals 200,000 'forgotten' bitcoin haul	Mt Gox finds 200,000 'forgotten' bitcoins	5	5.057826	0.05782600000000038
In the United States, 20.7 percent of all women smoke.	"Nevada is where the most women smoke, 28 percent.
"	1.333	1.276025	0.056975
British teenager killed in fall from Magaluf hotel	"British teenager killed in Magaluf hotel fall
"	5.00	4.944991	0.055009000000000086
Hilsenrath and Klarman each were indicted on three counts of securities fraud.	"Klarman was charged with 16 counts of wire fraud.
"	1.400	1.454278	0.05427800000000005
The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent.	"Against the Swiss franc the dollar was at 1.3289 francs, up 0.5 percent on the day.
"	1.333	1.387134	0.054134000000000126
Heatley was sixth in the league in goals last season with 41 and ninth in points with 89.	"Heatley led Atlanta in scoring last season with a team-record 41 goals and 48 assists.
"	3.000	3.0536790000000003	0.053679000000000254
Three men are doing same dance in the street.	"Three shirtless men are dancing in the street.
"	3.800	3.8535769999999996	0.053576999999999764
"The workers accuse General Dynamics of ""reverse age discrimination"" because of a change in retirement benefits in 1997."	"General Dynamics was sued when it changed its retirement benefits in 1997.
"	2.600	2.546463	0.053536999999999946
Two cats are looking at a window.	"A white cat looking out of a window.
"	2.6	2.547485	0.05251500000000009
A black and white dog is jumping into the water.	"a white dog runs across the water.
"	2.80	2.852187	0.05218699999999998
The benchmark 10-year Treasury note yield <US10YT=RR> dipped below 4.20 percent on Tuesday.	"Prices for Treasury securities also rose, with the yield on the benchmark 10-year note falling to 4.19 percent.
"	3.250	3.3014959999999998	0.051495999999999764
A small camouflaged airplane parked in the grass.	"A small dog wearing a pink shirt tied to a railing.
"	0	-0.051476	0.051476
The small dog is wearing a sweater and looking up at the camera.	"A small white dog wearing a jacket looks up at the camera.
"	4	3.9485410000000005	0.05145899999999948
A woman plays the flute.	"A woman is playing the flute.
"	5.000	4.94928	0.0507200000000001
Two racing dogs run in the mud.	"The man is going into the water.
"	0.00	0.050298	0.050298
A group of people are nervous about crossing the water.	"A group of people are on the water.
"	2.200000	2.250238	0.05023799999999978
You just have to base your answer on what you do know, which is what you want.	They can, but the way to do it depends on what you have available.	1	1.049964	0.0499639999999999
Twitter reports blocking in Venezuela	Twitter says images blocked in Venezuela	4	3.950125	0.049875000000000114
A man is doing exercise.	"A baby is laughing.
"	0.000	-0.048943	0.048943
A man is cycling.	"A boy is riding a bicycle.
"	2.500	2.451214	0.04878600000000022
An oriental lady is cutting a carrot into thin pieces.	"A woman is slicing a carrot.
"	3.600	3.551279	0.048721000000000014
"The Justice Department filed suit Thursday against the state of Mississippi for failing to end what federal officials call ""disturbing"" abuse of juveniles and ""unconscionable"" conditions at two state-run facilities."	"The Justice Department filed a civil rights lawsuit Thursday against the state of Mississippi, alleging abuse of juvenile offenders at two state-run facilities.
"	3.750	3.798607	0.04860700000000007
Not 'hiding the ball' on Russia: Obama	"Obama says he's not 'hiding the ball' on Russia
"	4.4	4.3519	0.0481000000000007
A man is playing a guitar.	"A man is driving a car.
"	0.500	0.547334	0.04733399999999999
One boy is pushing another boy on a swing.	"A boy is pushing another boy on the swings.
"	4.80	4.846609	0.04660900000000012
A deer jumps a fence.	"A deer is jumping over a fence.
"	5.00	4.953434	0.04656600000000033
Bangladesh building collapse death toll hits 540: army	"Bangladesh building-collapse toll tops 600
"	2.8	2.755519	0.04448099999999977
Blue and red plane in mid-air flight.	"a blue and red airplane while in flight.
"	4.8	4.756081	0.04391899999999982
